brand;model;3G_bands;4G_bands;network_speed;GPRS;EDGE;announced;dimentions;weight_g;weight_oz;display_resolution;display_size;OS;CPU;GPU;internal_memory;primary_camera;secondary_camera;USB;battery;colors;approx_price_EUR;img_url
Acer;Iconia Tab A1-811; HSDPA;;HSPA;Yes;Yes;2013  Q2;208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in);430;1517;7.9 inches (~63.6% screen-to-body ratio);768 x 1024 pixels (~162 ppi pixel density);Android 4.2 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;8 GB;5 MP| autofocus;VGA;microUSB 2.0;Non-removable Li-Ion 4960 mAh battery (18.6 Wh);White;150;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg
Acer;Iconia Tab A1-810;;;;No;No;2013  April;208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in);410;1446;7.9 inches (~63.6% screen-to-body ratio);768 x 1024 pixels (~162 ppi pixel density);"Android 4.2.2 (Jelly Bean)| upgrad&#1072;ble to 4.4.2 (KitKat)";Quad-core 1.2 GHz;PowerVR SGX544;8/16 GB;5 MP| autofocus;VGA;microUSB 2.0;Non-removable Li-Ion 4960 mAh battery (18.6 Wh);Black;120;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg
Acer;Liquid E2;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2013  April;131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in);140;494;4.5 inches (~62.7% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.2.1 (Jelly Bean);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;4 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Black| White;180;http://cdn2.gsmarena.com/vv/bigpic/Acer-Liquid-E2.jpg
Acer;Liquid Z2;HSDPA 900 / 2100 ;;HSPA 7.2/5.76 Mbps;Yes;Yes;2013  February;110 x 62.5 x 12.3 mm (4.33 x 2.46 x 0.48 in);110;459;3.5 inches (~53.1% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 4.1.1 (Jelly Bean);1.0 GHz Cortex-A5;Adreno 200;4 GB;3 MP or 5 MP;No;microUSB 2.0;Removable Li-Ion 1300 mAh battery;Black| Black/White;100;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z2.jpg
Acer;Liquid C1;HSDPA 850 / 900 / 1900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2013  January;127.3 x 65.5 x 10 mm (5.01 x 2.58 x 0.39 in);140;494;4.3 inches (~61.1% screen-to-body ratio);540 x 960 pixels (~256 ppi pixel density);Android 4.0 (Ice Cream Sandwich);1.2 GHz;PowerVR SGX540;4 GB;8 MP| autofocus| LED flash;VGA;microUSB 2.0;Removable Li-Ion 2000 mAh battery;Black| White;180;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-c1.jpg
Acer;Liquid E1;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2013  January;132 x 68.5 x 9.9 mm (5.20 x 2.70 x 0.39 in);130;459;4.5 inches (~61.7% screen-to-body ratio);540 x 960 pixels (~245 ppi pixel density);Android 4.1.1 (Jelly Bean);Dual-core 1.0 GHz Cortex-A9;SGX531u;4 GB;5 MP| autofocus| LED flash;VGA;microUSB 2.0;Removable Li-Ion 1760 mAh battery;Black| White;170;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e1.jpg
Acer;Iconia Tab B1-710;;;;No;No;2013  November;198.1 x 129.5 x 12.7 mm (7.80 x 5.10 x 0.5 in);3399;1199;7.0 inches (~53.8% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android OS;Dual-core 1.2 GHz Cortex-A9;PowerVR SGX531u;8 GB;Yes;No;microUSB 2.0;Non-removable Li-Ion 2640 mAh battery;White;110;http://cdn2.gsmarena.com/vv/bigpic/acer-b1-710.jpg
Acer;Iconia Tab B1-A71;;;;No;No;2013  January;197.4 x 128.5 x 11.3 mm (7.77 x 5.06 x 0.44 in);320;1129;7.0 inches (~54.4% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.1 (Jelly Bean);Dual-core 1.2 GHz Cortex-A9;SGX531u;8/16 GB;VGA;No;microUSB 2.0;Non-removable Li-Po 2710 mAh battery (10 Wh);Black;100;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-a71-new.jpg
Acer;Iconia Tab A110;;;;No;No;2012  October;193 x 126.5 x 11.4 mm (7.60 x 4.98 x 0.45 in);390;1376;7.0 inches (~56.5% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 4.1 (Jelly Bean);Quad-core 1.2 GHz;ULP GeForce;8 GB;2 MP;No;microUSB 2.0;Non-removable Li-Po 3420 mAh battery (12.7 Wh);Black/Silver;150;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a210.jpg
Acer;Liquid Z110;HSDPA 2100 - SIM 1 only;;HSPA 7.2/0.384 Mbps;Yes;Yes;2012  October;110 x 61.5 x 12.3 mm (4.33 x 2.42 x 0.48 in);100;353;3.5 inches (~53.9% screen-to-body ratio);320 x 480 pixels (~165 ppi pixel density);Android 2.3 (Gingerbread);1.0 GHz Cortex-A9;PowerVR SGX531;4 GB;3.15 MP;No;microUSB 2.0;Removable Li-Po 1300 mAh battery;Black| White;100;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-z.jpg
Acer;Liquid Gallant E350;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2012  August;129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in);145;511;4.3 inches (~60.0% screen-to-body ratio);540 x 960 pixels (~256 ppi pixel density);Android 4.0.3 (Ice Cream Sandwich);1.0 GHz Cortex-A9;PowerVR SGX531;4 GB;5 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Gentle Black| Ceramic White;160;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-e350.jpg
Acer;Liquid Gallant Duo;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2012  July;129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in);145;511;4.3 inches (~60.0% screen-to-body ratio);540 x 960 pixels (~256 ppi pixel density);Android 4.0.3 (Ice Cream Sandwich);1.0 GHz Cortex-A9;PowerVR SGX531;4 GB;5 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Gentle Black| Ceramic White;140;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-gallant-duo-new.jpg
Acer;Liquid Glow E330;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2012  February;117 x 58.5 x 11.5 mm (4.61 x 2.30 x 0.45 in);125;441;3.7 inches (~56.9% screen-to-body ratio);480 x 800 pixels (~252 ppi pixel density);Android 4.0 (Ice Cream Sandwich);1.0 GHz Cortex-A5;Adreno 200;1 GB;5 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion 1300 mAh battery;Black| White| Pink;120;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-glow.jpg
Acer;CloudMobile S500;HSDPA 900 / 1900 / 2100 ;;HSPA;Yes;Yes;2012  February;127 x 65.8 x 9.9 mm (5.0 x 2.59 x 0.39 in);;;4.3 inches (~61.0% screen-to-body ratio);720 x 1280 pixels (~342 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Dual-core 1.5 GHz Krait;Adreno 225;8 GB;8 MP| autofocus| LED flash| ;HD;microUSB 2.0;Removable Li-Ion 1460 mAh battery;Black;220;http://cdn2.gsmarena.com/vv/bigpic/Acer-CloudMobile.jpg
Acer;Iconia Tab A210;;;;No;No;2012  Q3;259.1 x 175.3 x 12.2 mm (10.20 x 6.90 x 0.48 in);685;151;10.1 inches (~65.1% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 4.0 (Ice Cream Sandwich)| upgradable to 4.1 (Jelly Bean);Quad-core 1.2 GHz;ULP GeForce;8/16 GB;2 MP;No;microUSB 2.0| USB 2.0| USB Host;Non-removable Li-Po 3260 mAh battery;Titanium Gray;260;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg
Acer;Iconia Tab A200;;;;No;No;2012  January;260 x 175 x 12.4 mm (10.24 x 6.89 x 0.49 in);700;154;10.1 inches (~65.0% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 3.2 (Honeycomb)| upgradable to 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;8/16 GB;2 MP;No;microUSB 2.0| USB 2.0| USB Host;Non-removable Li-Po 3260 mAh battery;Black;200;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a200.jpg
Acer;Iconia Tab A701;HSDPA 900 / 2100 ;;HSPA 21.1/5.76 Mbps;Class 10;Class 10;2012  January;259.8 x 175 x 10.9 mm (10.23 x 6.89 x 0.43 in);667;147;10.1 inches (~65.1% screen-to-body ratio);1920 x 1200 pixels (~224 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Quad-core 1.3 GHz Cortex-A9;ULP GeForce;16/32/64 GB;5 MP| autofocus| LED flash;Yes;microUSB 2.0| USB 2.0;Non-removable Li-Po 9800 mAh battery (36 Wh);Titanium Gray;380;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg
Acer;Iconia Tab A700;;;;No;No;2012  January;259 x 175 x 11 mm (10.20 x 6.89 x 0.43 in);665;147;10.1 inches (~65.3% screen-to-body ratio);1920 x 1200 pixels (~224 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Quad-core 1.3 GHz;ULP GeForce;16/32/64 GB;5 MP| autofocus| LED flash;Yes;microUSB 2.0| USB 2.0;Non-removable Li-Ion 9800 mAh battery;Titanium Gray| Metallic Red;230;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a700.jpg
Acer;Iconia Tab A511;HSDPA 850 / 900 / 1900 / 2100 ;;HSPA 7.2/5.76 Mbps;Yes;Yes;2012  February;260 x 175 x 11 mm (10.24 x 6.89 x 0.43 in);777;171;10.1 inches (~65.0% screen-to-body ratio);1280 x 800 pixels (~149 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Quad-core 1.3 GHz Cortex-A9;ULP GeForce;16/32 GB;5 MP| autofocus;1 MP;microUSB 2.0;Non-removable Li-Po 9800 mAh battery (36 Wh);Black| Silver;250;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510.jpg
Acer;Iconia Tab A510;;;;No;No;2012  February;259.1 x 175.3 x 10.2 mm (10.20 x 6.90 x 0.40 in);680;150;10.1 inches (~65.1% screen-to-body ratio);1280 x 800 pixels (~149 ppi pixel density);Android 4.0 (Ice Cream Sandwich);Quad-core 1.3 GHz Cortex-A9;ULP GeForce;16/32 GB;5 MP| autofocus;1 MP;microUSB 2.0;Non-removable Li-Po 9800 mAh battery (36 Wh);Black| Silver;230;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510-new.jpg
Acer;Allegro;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2011  October;116 x 59 x 13 mm (4.57 x 2.32 x 0.51 in);126;444;3.6 inches (~53.9% screen-to-body ratio);480 x 800 pixels (~259 ppi pixel density);Microsoft Windows Phone 7.5 Mango;1.0 GHz Scorpion;Adreno 205;8 GB;5 MP| autofocus;No;microUSB 2.0;Removable Li-Ion 1300 mAh battery;Black| White;140;http://cdn2.gsmarena.com/vv/bigpic/acer-allego.jpg
Acer;Liquid Express E320;HSDPA 900 / 2100 ;;HSPA;Yes;Yes;2011  September;115 x 60.8 x 13.4 mm (4.53 x 2.39 x 0.53 in);138;487;3.5 inches (~48.3% screen-to-body ratio);320 x 480 pixels (~210 ppi pixel density);Android 2.3 (Gingerbread);800MHz ARM 11;Adreno 200;512 MB;5 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion battery;Black;90;http://cdn2.gsmarena.com/vv/bigpic/acer-c6-liquid-express.jpg
Acer;Iconia Tab A501;HSDPA 900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2011  February. Released 2011  April;260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in);777;171;10.1 inches (~64.3% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 3.0 (Honeycomb)| upgradable to 3.2 (Honeycomb);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;16/32/64 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0| USB 2.0;Non-removable Li-Po 3260 mAh battery (24.1 Wh);Black;490;http://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg
Acer;Iconia Smart;HSDPA 900 / 1900 / 2100 ;;HSPA 14.4/5.76 Mbps;Yes;Yes;2011  February;141.7 x 64.5 x 13.6 mm (5.58 x 2.54 x 0.54 in);185;653;4.8 inches (~62.5% screen-to-body ratio);480 x 1024 pixels (~236 ppi pixel density);Android 2.3 (Gingerbread);1.0 GHz Scorpion;Adreno 205;8 GB;8 MP| autofocus| LED flash;2 MP;microUSB 2.0;Removable Li-Po 1500 mAh battery;Silver;220;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-smart-new.jpg
Acer;Iconia Tab A500;;;;No;No;2011  February. Released 2011  April;260 x 177 x 13.3 mm (10.24 x 6.97 x 0.52 in);730;161;10.1 inches (~64.3% screen-to-body ratio);800 x 1280 pixels (~149 ppi pixel density);Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;16/32 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0| USB 2.0;Non-removable Li-Po 3260 mAh battery;Black;200;http://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg
Acer;Iconia Tab A101;HSDPA 850 / 900 / 1900 / 2100 ;;HSPA 21.1/5.76 Mbps;Yes;Yes;2011  February. Released 2011  May;195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in);470;104;7.0 inches (~60.4% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 3.2 (Honeycomb);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;8/16 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0;Non-removable Li-Po 1530 mAh battery;Black/Red| Black/Blue;260;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg
Acer;Iconia Tab A100;;;;No;No;2011  February;195 x 117 x 13.1 mm (7.68 x 4.61 x 0.52 in);450;99;7.0 inches (~60.4% screen-to-body ratio);600 x 1024 pixels (~170 ppi pixel density);Android 3.0| 3.2| planned upgrade to 4.0 (Ice Cream Sandwich);Dual-core 1.0 GHz Cortex-A9;ULP GeForce;8/16 GB;5 MP| autofocus| LED flash;2 MP;microUSB 2.0;Non-removable Li-Po 1530 mAh battery;Black/Red| Black/Blue;100;http://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg
Acer;Liquid mini E310;HSDPA 900 / 2100 ;;HSPA 7.2/0.384 Mbps;Yes;Yes;2011  January;110.4 x 57.5 x 13 mm (4.35 x 2.26 x 0.51 in);108;381;3.2 inches (~48.0% screen-to-body ratio);320 x 480 pixels (~180 ppi pixel density);Android 2.2 (Froyo)| upgradable to 2.3 (Gingerbread);600 MHz ARM 11;Adreno 200;512 MB;5 MP;No;microUSB 2.0;Removable Li-Ion 1300 mAh battery;blue| pink| silver| black| green| lagoon| cherry| pearl| steel;120;http://cdn2.gsmarena.com/vv/bigpic/acer-liquidmini.jpg
Acer;beTouch E210;HSDPA 900 / 2100 ;;HSPA 7.2/2 Mbps;Yes;Yes;2011  January;116 x 63 x 12 mm (4.57 x 2.48 x 0.47 in);109;384;2.6 inches (~28.6% screen-to-body ratio);320 x 240 pixels (~154 ppi pixel density);Android 2.2 (Froyo);600 MHz ARM 11;Adreno 200;512 MB;3.15 MP;No;microUSB 2.0;Removable Li-Ion 1300 mAh battery;Black| White;150;http://cdn2.gsmarena.com/vv/bigpic/acer-betouch-e210.jpg
Acer;beTouch E140;HSDPA 900 / 2100 ;;HSPA 7.2/2 Mbps;Yes;Yes;2010  December. Released 2010  December;104.5 x 55.8 x 12.8 mm (4.11 x 2.20 x 0.50 in);95;335;2.8 inches (~41.6% screen-to-body ratio);240 x 320 pixels (~143 ppi pixel density);Android 2.2 (Froyo);600 MHz ARM 11;Adreno 200;512 MB;3.15 MP;No;microUSB 2.0;Removable Li-Ion 1300 mAh battery;Black;110;http://cdn2.gsmarena.com/vv/bigpic/Acer-beTouch-E140-ofic.jpg
Acer;beTouch T500;;;TD-SCDMA;Class 10;Class 10;2010  October. Released 2010  Q4;118.5 x 58 x 13.5 mm (4.67 x 2.28 x 0.53 in);130;459;3.2 inches (~44.4% screen-to-body ratio);320 x 480 pixels (~180 ppi pixel density);Android-based OPhone 1.5;;;512 MB;3.15 MP;No;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Black;70;http://cdn2.gsmarena.com/vv/bigpic/acer-betouch-t500.jpg
Acer;Liquid mt;HSDPA 850 / 1900 / 2100 ;;HSPA 14.4/2 Mbps;Yes;Yes;2010  October. Released 2010  November;115 x 63 x 13.5 mm (4.53 x 2.48 x 0.53 in);135;476;3.6 inches (~50.9% screen-to-body ratio);480 x 800 pixels (~259 ppi pixel density);Android 2.2 (Froyo);800 MHz Scorpion;Adreno 205;512 MB;5 MP| autofocus| LED flash;No;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Silver;70;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-metal-ofic.jpg
Acer;beTouch E130;HSDPA 900 / 2100 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2010  June. Released 2010  August;115 x 62.5 x 11.5 mm (4.53 x 2.46 x 0.45 in);109;384;2.6 inches (~29.1% screen-to-body ratio);320 x 240 pixels (~154 ppi pixel density);Android 1.6 (Donut);416 MHz;;512 MB;3.15 MP;No;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Black| White;90;http://cdn2.gsmarena.com/vv/bigpic/acer-130-ofic.jpg
Acer;beTouch E120;HSDPA 900 / 2100 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2010  June. Released 2010  Q3;104.5 x 54 x 13.2 mm (4.11 x 2.13 x 0.52 in);105;370;2.8 inches (~43.0% screen-to-body ratio);240 x 320 pixels (~143 ppi pixel density);Android 1.6 (Donut);ST Ericsson PNX6715| 416 MHz;;512 MB;3.15 MP;No;microUSB 2.0;Removable Li-Ion 1500 mAh battery;Black| White;70;http://cdn2.gsmarena.com/vv/bigpic/acer-e120.jpg
Acer;Stream;HSDPA 850 / 1900 / 2100 ;;HSPA 7.2/2 Mbps;Class 10;Class 10;2010  May. Released 2010  August;119.5 x 63 x 11.2 mm (4.70 x 2.48 x 0.44 in);140;494;3.7 inches (~51.8% screen-to-body ratio);480 x 800 pixels (~252 ppi pixel density);Android 2.1 (Eclair);1.0 GHz Scorpion;Adreno 200;2 GB;5 MP| autofocus| ;No;microUSB 2.0;Removable Li-Ion 1400 mAh battery;Black;130;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-stream-ofic.jpg
Acer;Liquid E;HSDPA 900 / 1900 / 2100 ;;HSPA 7.2/2 Mbps;Class 10;Class 10;2010  February. Released 2010  August;115 x 62.5 x 12.5 mm (4.53 x 2.46 x 0.49 in);135;476;3.5 inches (~48.5% screen-to-body ratio);480 x 800 pixels (~267 ppi pixel density);Android 2.1 (Eclair)| upgradeable to Android 2.2 (Froyo);768 MHz Scorpion;Adreno 200;512 MB;5 MP| autofocus;No;miniUSB;Removable Li-Ion 1350 mAh battery;Black| White| Red| Ferrari edition;90;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e-new.jpg
Acer;neoTouch P400;HSDPA 900 / 2100 ;;HSPA;Class 10;Class 10;2010  February. Released 2010  May;115 x 59.3 x 12 mm (4.53 x 2.33 x 0.47 in);125;441;3.2 inches (~44.7% screen-to-body ratio);320 x 480 pixels (~180 ppi pixel density);Microsoft Windows Mobile 6.5.3 Professional;600 MHz ARM 11;Adreno 200;512 MB ROM;3.15 MP| autofocus;No;2.0;Removable Li-Po 1090 mAh battery;Black;100;http://cdn2.gsmarena.com/vv/bigpic/acer-neotouch-p400.jpg
Acer;beTouch E400;HSDPA 900 / 2100 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2010  February. Released 2010  April;115 x 59.3 x 12 mm (4.53 x 2.33 x 0.47 in);125;441;3.2 inches (~44.7% screen-to-body ratio);320 x 480 pixels (~180 ppi pixel density);Android 2.1 (Eclair);600 MHz ARM 11;Adreno 200;512 MB;3.15 MP| autofocus;No;2.0;Removable Li-Po 1090 mAh battery;Soft-touch Black| Ceramic White and Pearl Red with 3 exchangeable battery covers;80;http://cdn2.gsmarena.com/vv/bigpic/acer-betouch-e400.jpg
Acer;neoTouch P300;HSDPA 2100 ;;HSPA 7.2/2 Mbps;Class 10;Class 10;2010  February. Released 2010  Q2;110 x 55 x 15.1 mm (4.33 x 2.17 x 0.59 in);1306;459;3.2 inches (~48.2% screen-to-body ratio);240 x 400 pixels (~146 ppi pixel density);Microsoft Windows Mobile 6.5.3;528 MHz ARM 11;;512 MB ROM;3.15 MP| autofocus;No;2.0;Removable Li-Po 970 mAh battery;Black;80;http://cdn2.gsmarena.com/vv/bigpic/acer-p300.jpg
Acer;beTouch E110;HSDPA 900 / 2100 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2010  February. Released 2010  March;103.5 x 54 x 13.4 mm (4.07 x 2.13 x 0.53 in);105;370;2.8 inches (~43.4% screen-to-body ratio);240 x 320 pixels (~143 ppi pixel density);Android 1.5 (Cupcake);ST Ericsson PNX6715 416MHz;;256 MB;3.15 MP;No;2.0;Removable Li-Ion 1500 mAh battery;Black| Dark Blue;70;http://cdn2.gsmarena.com/vv/bigpic/acer-e110.jpg
Acer;Liquid;HSDPA 900 / 1900 / 2100 ;;HSPA 7.2/2 Mbps;Class 10;Class 10;2009  October. Released 2009  December;115 x 62.5 x 12.5 mm (4.53 x 2.46 x 0.49 in);135;476;3.5 inches (~48.5% screen-to-body ratio);480 x 800 pixels (~267 ppi pixel density);Android 1.6 (Donut);768 MHz Scorpion;Adreno 200;512 MB;5 MP| autofocus| ;No;miniUSB;Removable Li-Ion 1350 mAh battery;Black| White| Red;90;http://cdn2.gsmarena.com/vv/bigpic/acer-liquid-new.jpg
Acer;neoTouch;HSDPA 900 / 1900 / 2100 ;;HSPA 7.2/5.76 Mbps;Class 10;Class 10;2009  October. Released 2009  October;118.6 x 63 x 12 mm (4.67 x 2.48 x 0.47 in);130;459;3.8 inches (~55.0% screen-to-body ratio);480 x 800 pixels (~246 ppi pixel density);Microsoft Windows Mobile 6.5 Professional;1.0 GHz Scorpion;Adreno 200;512 MB ROM;5 MP| autofocus| LED flash| ;;miniUSB;Removable Li-Po 1350 mAh battery;Black;210;http://cdn2.gsmarena.com/vv/bigpic/acer-neo-touch-new.jpg
Acer;beTouch E200;HSDPA 900 / 2100 ;;HSPA 3.6/0.384 Mbps;Class 10;Class 10;2009  October. Released 2009  October;110 x 53.5 x 15.4 mm (4.33 x 2.11 x 0.61 in);146;515;3.0 inches (~43.5% screen-to-body ratio);240 x 400 pixels (~155 ppi pixel density);Microsoft Windows Mobile 6.5 Professional;528 MHz ARM 11;;512 MB ROM;3.15 MP;;miniUSB;Removable Li-Ion 1140 mAh battery;Black| White;190;http://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e200.jpg
Acer;beTouch E100;HSDPA 850 / 1900 / 2100 ;;HSPA 7.2/5.76 Mbps;Class 10;Class 10;2009  October. Released 2009  October;113 x 56 x 12.8 mm (4.45 x 2.20 x 0.50 in);118;416;3.2 inches (~46.1% screen-to-body ratio);240 x 400 pixels (~146 ppi pixel density);Microsoft Windows Mobile 6.5 Professional;528 MHz ARM 11;;512 MB ROM;2 MP;;miniUSB;Removable Li-Ion 1140 mAh battery;Black;180;http://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e100.jpg
Acer;beTouch E101;;;;Class 10;Class 10;2009  October. Released 2009  October;113 x 56 x 12.8 mm (4.45 x 2.20 x 0.50 in);118;416;3.2 inches (~46.1% screen-to-body ratio);240 x 400 pixels (~146 ppi pixel density);Microsoft Windows Mobile 6.5 Professional;528 MHz ARM 11;;512 MB ROM;2 MP;;miniUSB;Removable Li-Ion 1140 mAh battery;Black;170;http://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e101.jpg
Acer;DX650;;;;Class 10;Class 10;2009  June. Released 2009  June;109.6 x 59 x 15.6 mm (4.31 x 2.32 x 0.61 in);133;469;2.8 inches (~37.5% screen-to-body ratio);240 x 320 pixels (~143 ppi pixel density);Microsoft Windows Mobile 6.1 Professional;Samsung S3C 6410 533 MHz;;;2 MP;No;miniUSB;Removable Li-Ion 1260 mAh battery;Black;150;http://cdn2.gsmarena.com/vv/bigpic/acer-dx650.jpg
Acer;M900;HSDPA 850 / 1900 / 2100 ;;HSPA 7.2/2 Mbps;Class 10;Class 10;2009  February. Released 2009  June;119 x 62 x 17.1 mm (4.69 x 2.44 x 0.67 in);188;663;3.8 inches (~55.7% screen-to-body ratio);480 x 800 pixels (~246 ppi pixel density);Microsoft Windows Mobile 6.1 Professional;533 MHz Samsung S3C 6410;;;5 MP| autofocus| LED flash;VGA videocall camera;miniUSB;Removable Li-Ion 1530 mAh battery;Black;250;http://cdn2.gsmarena.com/vv/bigpic/acer-m900.jpg
Acer;F900;HSDPA 850 / 1900 / 2100 ;;HSPA 7.2/2 Mbps;Class 10;Class 10;2009  February. Released 2009  June;117.5 x 63.5 x 15.8 mm (4.63 x 2.5 x 0.62 in);150;529;3.8 inches (~55.1% screen-to-body ratio);480 x 800 pixels (~246 ppi pixel density);Microsoft Windows Mobile 6.1 Professional;533 MHz Samsung S3C 6410;;256 MB ROM;3.15 MP| autofocus| LED flash;No;miniUSB 2.0;Removable Li-Ion 1530 mAh battery;Black;210;http://cdn2.gsmarena.com/vv/bigpic/acer-f900.jpg
Acer;X960;UMTS 850 / 1900 / 2100 ;;HSPA 7.2/2 Mbps;Class 10;Class 10;2009  February. Released 2009  April;106.4 x 59 x 13.7 mm (4.19 x 2.32 x 0.54 in);1315;462;2.8 inches (~38.7% screen-to-body ratio);480 x 640 pixels (~286 ppi pixel density);Microsoft Windows Mobile 6.1 Professional;533 MHz Samsung S3C 6410;;256 MB ROM;3.15 MP| autofocus| LED flash;VGA;miniUSB;Removable Li-Po 1530 mAh battery;Black;270;http://cdn2.gsmarena.com/vv/bigpic/acer-x960.jpg
Acer;DX900;HSDPA 850 / 1900 / 2100 - SIM 1;;HSPA 7.2/0.384 Mbps;Class 10;Class 10;2009  February. Released 2009  April;106 x 60.5 x 17 mm (4.17 x 2.38 x 0.67 in);147;519;2.8 inches (~37.9% screen-to-body ratio);480 x 640 pixels (~286 ppi pixel density);Microsoft Windows Mobile 6.1 Professional;533 MHz Samsung S3C 6410;;256 MB ROM;3.15 MP| autofocus| LED flash;VGA videocall camera;miniUSB;Removable Li-Po 1530 mAh battery;Black;90;http://cdn2.gsmarena.com/vv/bigpic/acer-dx900.jpg
